id,main_train_pts,aux_train_pts,relatedness,s_a,s_b,single_task,train_seed,validation-1/loss
rank-3-dd948fee45f14922ba8a24156e561132,400,400,0.25,2.51188643150958,10.0,True,3,0.450970470905304
rank-3-df5b644d1a95488fa763e4fb3ace1f11,100,100,0.75,0.15848931924611134,0.03981071705534973,False,1,1.0255472660064695
rank-3-1703071144464eb89a15c0bdf33edd72,400,400,0.25,0.15848931924611134,0.15848931924611134,False,4,0.6844888925552368
rank-3-6605bd5df57d4177be70fe0cc1ee5730,100,100,0.0,0.6309573444801929,10.0,True,2,0.9068228006362916
rank-3-dda839d277bb4fe7ba4bfabc9b70e972,100,100,0.0,0.15848931924611134,0.15848931924611134,True,3,1.0583424568176272
rank-3-66520219f9dd465586eb9c96bddc4317,400,400,0.25,0.03981071705534973,2.51188643150958,False,2,1.067468762397766
rank-3-e821d2f3a2154ab487d0eb7c97d62ddd,400,400,0.25,0.15848931924611134,0.15848931924611134,False,2,0.6945011019706726
rank-3-7fada3f7d702480383dfc47da5bd579a,400,400,0.25,0.03981071705534973,10.0,False,3,1.0444273948669434
rank-3-6d910a6cca9f447ba6626923c6dc97be,100,100,0.5,2.51188643150958,10.0,True,0,0.9789735078811646
rank-3-065496bc964e449ba65ddd890fbd272e,400,400,0.25,0.03981071705534973,0.15848931924611134,False,3,1.0472922325134275
rank-3-3d259c483c0840ba9916166f40f39556,400,400,0.0,0.15848931924611134,0.15848931924611134,True,0,0.7327232360839844
rank-3-a72d2e8b1df54f97b567b9de9252faa6,400,400,0.5,0.03981071705534973,0.03981071705534973,False,1,1.0767104625701904
rank-3-749122700fa7419aa7a30394eddd56f5,100,100,0.5,2.51188643150958,0.03981071705534973,False,1,0.9903331398963928
rank-3-dd490b17397145b592dec9bf4c1055cd,100,100,0.25,10.0,2.51188643150958,True,0,0.9797978401184082
rank-3-5bfedd331b8d486b9be27c2deab62be4,100,100,0.5,2.51188643150958,0.03981071705534973,True,3,0.967782735824585
rank-3-2012781697364229a4ce59c437d044b8,400,400,1.0,0.01,0.03981071705534973,True,0,1.199491024017334
rank-3-64320fb7e12a4f21876208ff431abb33,100,100,1.0,2.51188643150958,0.01,False,0,0.9799667596817015
rank-3-941c688805ac4204a97a08265d63f893,100,100,0.0,0.6309573444801929,0.6309573444801929,False,1,0.9873887300491332
rank-3-fb937478e58f41aea92f2eb082de367b,100,100,0.5,0.15848931924611134,2.51188643150958,True,0,1.0506173372268677
rank-3-80491daa24da4a29acfd8ddabd85f9e9,100,100,0.75,0.01,0.03981071705534973,False,4,1.3307945728302002
rank-3-80518546d86e4482bd618f5205d68207,400,400,0.0,0.15848931924611134,0.6309573444801929,True,3,0.648321270942688
rank-3-f9e32bb66c7b45ebb641f47cadf5898c,400,400,0.75,10.0,0.01,True,2,0.4968391060829162
rank-3-15fa2d8c6f144a4e89e99f09a9f05634,100,100,0.5,0.01,0.6309573444801929,False,3,1.2878752946853638
rank-3-9d0917df6a284675af2dc10594f5436f,400,400,0.5,10.0,0.6309573444801929,True,0,0.4412503838539124
rank-3-ff6c13958b1242bbb685a99f57885bb5,100,100,1.0,0.03981071705534973,2.51188643150958,False,4,1.205420970916748
rank-3-a6ba3e48a1e04845b7694718e3a61314,100,100,0.75,0.15848931924611134,0.01,True,4,0.9542213678359984
rank-3-55241ad989d843128f541149c41388a1,100,100,1.0,2.51188643150958,0.6309573444801929,True,4,0.9393221139907836
rank-3-c62c65de93834c479bf0b8554ac334e2,400,400,0.25,2.51188643150958,0.15848931924611134,True,1,0.4799598455429077
rank-3-d1076e7582a04000a7852da1518ab059,100,100,0.0,0.01,2.51188643150958,True,2,1.3248025178909302
rank-3-0457ef21bae94c689fd698b4e824a45b,400,400,0.5,2.51188643150958,0.01,True,1,0.4799598455429077
rank-3-68551cabeb3c47cbb8741f45af80a294,400,400,1.0,2.51188643150958,0.03981071705534973,True,4,0.4676111936569214
rank-3-f4784651a90c470cbef405e844d46c9c,100,100,0.5,0.03981071705534973,0.03981071705534973,False,0,1.2402926683425903
rank-3-134674a8df894655afb7a889c5e1638a,400,400,0.25,10.0,0.15848931924611134,False,0,0.4466703236103058
rank-3-4cfeff8c7dcd4055bf9b1cac4434a98a,400,400,0.75,0.01,10.0,False,3,1.180389165878296
rank-3-1a8af418b23f4c8caa7a8b18cf84ec30,400,400,0.25,0.15848931924611134,10.0,True,4,0.6927090883255005
rank-3-19bfce37c9a44b069eb018e44ca4fd1b,100,100,0.25,2.51188643150958,10.0,False,1,0.9828180074691772
rank-3-8cc866a1b7f741a29610331cc28a2a80,100,100,1.0,2.51188643150958,2.51188643150958,False,1,0.9258923530578612
rank-3-27be28615df54cf1a137624a893015ec,400,400,0.25,0.03981071705534973,0.6309573444801929,True,1,1.083601713180542
rank-3-347d7ea421994de1aec81b077c10188f,100,100,0.0,0.01,10.0,False,4,1.3334360122680664
rank-3-11df1b9ae7644c41b5b7bc1872e53241,400,400,0.25,0.6309573444801929,0.03981071705534973,False,2,0.5843767523765564
rank-3-904cb9c86b0f4ac696c90c53232e3c81,100,100,0.25,0.03981071705534973,0.03981071705534973,False,0,1.2449638843536377
rank-3-7e35440322eb4469a6be39859ede22f0,100,100,0.25,0.03981071705534973,0.01,False,4,1.2163151502609253
rank-3-e4cd96473a504675a0686d8907eb32c4,400,400,0.75,0.6309573444801929,0.15848931924611134,False,1,0.4761177897453308
rank-3-686d4531c379476fb1b1561083f763af,100,100,0.25,2.51188643150958,10.0,False,0,0.9802602529525756
rank-3-f72f4258ded048c792cae45e79714001,100,100,0.25,0.6309573444801929,0.6309573444801929,False,4,0.957541525363922
rank-3-5aedb86cb5ab487ea5dd563f2f0fbba7,400,400,0.75,2.51188643150958,10.0,True,2,0.4922846555709839
rank-3-17b237bda09d412badf7ee034f6d92bf,100,100,0.0,0.6309573444801929,0.6309573444801929,True,0,1.0080752372741701
rank-3-fc0bc180a0594c2dbfba78651659c364,400,400,0.25,2.51188643150958,2.51188643150958,True,1,0.4799598455429077
rank-3-4e10ede4d41244cdb80ae1390cab7d07,100,100,0.0,0.15848931924611134,0.03981071705534973,True,1,1.0259314775466921
rank-3-91686a305d814288946b7bc370238200,100,100,0.0,0.01,0.6309573444801929,True,2,1.3248023986816406
rank-3-dacbcceaa73e4769a4cac3ed03999389,100,100,0.0,10.0,10.0,True,0,0.9797978401184082
rank-3-85338903e3fb429497572ddf92a5c5dd,100,100,0.5,10.0,10.0,True,1,0.9839550256729126
rank-3-666a459daa6045b0a669f280e71cf399,100,100,1.0,0.01,0.15848931924611134,False,2,1.3183553218841553
rank-3-8043faeb88724b088afd774bbf2723eb,100,100,0.25,0.03981071705534973,0.6309573444801929,True,4,1.217175006866455
rank-3-bcad8e1c91fd43dbbb30442f360722e0,100,100,0.0,10.0,2.51188643150958,True,3,0.959162175655365
rank-3-3f7f3b524ea741f29b6ad075e398519d,400,400,0.0,2.51188643150958,10.0,False,3,0.4526331722736359
rank-3-3fb676d6bb9e4fa0b3b42956cf50b35d,400,400,0.5,0.03981071705534973,10.0,False,4,1.0461101531982422
rank-3-58c22bd5631d4a0db81365de45526c82,400,400,0.0,10.0,0.03981071705534973,False,2,0.5013302564620972
rank-3-8893716c08b14fae90c44ac8793d246b,400,400,0.0,10.0,0.01,True,0,0.4412503838539124
rank-3-af89443470e3406d86fa1875f7b92551,400,400,0.0,10.0,2.51188643150958,False,1,0.4755743145942688
rank-3-37a759698adb4c828f0517450fe33b22,100,100,0.75,2.51188643150958,10.0,True,1,0.9745811223983764
rank-3-ec4e7d443def44298969505471425e11,100,100,1.0,0.03981071705534973,0.01,False,4,1.2146472930908203
rank-3-28ec738f52d34e308842728eaf05b51a,400,400,0.5,0.01,0.01,True,1,1.208496332168579
rank-3-32c4bc3a25864e7d8ddbc45a8355b289,100,100,1.0,2.51188643150958,0.15848931924611134,False,4,0.9021312594413756
rank-3-b15265d369dc43f0b9f517b7abf7f500,400,400,1.0,10.0,10.0,False,0,0.3841592669487
rank-3-6f6b9e672e9242ae95096428dcfc9c6e,400,400,0.5,0.6309573444801929,0.03981071705534973,False,2,0.5858575105667114
rank-3-a8d32afffad74e85ab08d6dbff1e3aac,100,100,1.0,0.6309573444801929,0.15848931924611134,True,2,0.9068228006362916
rank-3-f6539e26a1444c918656d9405510ec4c,100,100,0.5,0.6309573444801929,0.01,False,0,1.0124502182006836
rank-3-cd36062891844ba090a6fc989d3406b5,400,400,0.5,10.0,0.03981071705534973,True,2,0.4968391060829162
rank-3-8b4e50ba328a4b4c8484c4b4b43925e9,400,400,0.25,2.51188643150958,2.51188643150958,False,4,0.4700431525707245
rank-3-258c1e42ea454bdfb6775e3c659ff592,400,400,1.0,10.0,0.01,False,0,0.4466167688369751
rank-3-5adccce3fa5a45c9b3cbe36501ef7a5c,400,400,1.0,2.51188643150958,0.03981071705534973,True,0,0.4646142721176148
rank-3-7b960f7d13c242ada1d1bc58017df81a,100,100,1.0,0.03981071705534973,0.03981071705534973,False,4,1.2136480808258057
rank-3-bbb2d9a6b2c04551a2341338b03e61fe,400,400,0.0,0.01,0.01,True,0,1.199491024017334
rank-3-3d0e66879e804bb1ac18ce9dea14c283,100,100,0.75,2.51188643150958,0.03981071705534973,False,3,0.961572766304016
rank-3-46c024e46f7d4db6bc3a65f5b1a5ea40,100,100,0.25,0.6309573444801929,0.01,True,4,0.9492802619934082
rank-3-5f155583fc524064ba2ef13f6490c912,100,100,1.0,0.01,0.01,True,4,1.3326163291931152
rank-3-60b615d0f71e49d894ae97f9a76526f0,400,400,0.25,0.01,0.15848931924611134,True,2,1.1668424606323242
rank-3-28ab95cc46d642eb80c2c5e072e87ab9,400,400,0.5,10.0,10.0,True,0,0.4412503242492676
rank-3-3a18ae50eac749b39f3f5fb8a507cd56,100,100,1.0,0.15848931924611134,10.0,False,1,0.9976893663406372
rank-3-d2f812c2f7854b07b6fab18fc582f907,100,100,0.5,0.03981071705534973,0.03981071705534973,False,2,1.2025010585784912
rank-3-6c0d05773fc14d3b9e3f5b6669ab85f2,100,100,0.75,0.03981071705534973,0.15848931924611134,True,4,1.217175006866455
rank-3-d6a272de28624debb0c3800bea254945,400,400,1.0,0.6309573444801929,0.6309573444801929,False,1,0.4140661954879761
rank-3-b6d18f9f658845048935f961b81698b7,100,100,0.75,0.6309573444801929,0.01,True,0,1.0080752372741701
rank-3-684cd647843b44abbe8c56fe10d1e6d7,400,400,0.0,10.0,0.6309573444801929,False,1,0.4716574847698212
rank-3-e1320066d0a943a09d0aff426967b93a,100,100,0.0,0.03981071705534973,10.0,False,4,1.2194745540618896
rank-3-919262f9679e4a99b74bbbbd47435153,100,100,0.0,10.0,0.01,True,2,0.8576179742813109
rank-3-4a71eee56a634132847fbcc675106266,100,100,0.5,10.0,0.6309573444801929,True,1,0.9839549064636229
rank-3-faa4799f44494e13a20116424aa78021,400,400,0.25,0.15848931924611134,0.6309573444801929,False,2,0.6980435252189636
rank-3-afc41494f20a4f0ba3ec485bbc440c6e,400,400,0.0,2.51188643150958,0.03981071705534973,True,1,0.4799598455429077
rank-3-ba5b3f274baf478eaf63dec0f2de5703,100,100,0.5,2.51188643150958,0.03981071705534973,True,4,0.9393222332000732
rank-3-43120830e14f4d08bcfb32a753b64744,400,400,1.0,0.01,0.01,True,0,1.199491024017334
rank-3-e5828eb47fbc4f94bb2be80990d6f2d3,400,400,0.75,2.51188643150958,2.51188643150958,False,3,0.4393080472946167
rank-3-c8c8e0957a77448dba39ee00c7caf60a,100,100,0.0,10.0,0.03981071705534973,True,0,0.9797978401184082
rank-3-22904115d19144e390d23bfcbea80cac,400,400,0.25,0.01,0.01,False,2,1.1669538021087646
rank-3-205d8d1a0824455dab31179a1c0a7daa,100,100,0.5,0.01,0.6309573444801929,False,0,1.3091938495635986
rank-3-24268ebd0f6b4934ab957c18473c8235,400,400,1.0,2.51188643150958,0.03981071705534973,False,4,0.4651183187961578
rank-3-13c78b8b19184c83bc563664a0cc7372,400,400,0.0,10.0,0.03981071705534973,True,0,0.4412503838539124
rank-3-9e92d646309b48e582a838f05ae1ef5c,400,400,0.75,10.0,0.03981071705534973,True,1,0.4628543555736542
rank-3-6b1d0358a7e04b94b5861907ceb82237,100,100,0.75,0.01,0.15848931924611134,True,2,1.3248023986816406
rank-3-004c68b39b8d487aacb0ff0afdd51016,100,100,1.0,2.51188643150958,2.51188643150958,True,2,0.8609997034072876
rank-3-c1e7d29be4a6450cb31c80d3ee9091ad,100,100,0.5,0.01,2.51188643150958,False,3,1.2875359058380127
rank-3-a23c2f9727864287af7d3c0873f7f0e8,400,400,0.25,0.03981071705534973,2.51188643150958,True,1,1.083601713180542
rank-3-183e74bc48dd4e7fb3b2390db4bf4da7,100,100,0.5,0.6309573444801929,0.15848931924611134,False,1,0.9734817743301392
rank-3-677572419ea64f59b1771c5a9c6a99c0,100,100,0.75,10.0,0.01,False,0,0.9852851629257202
rank-3-80b85267ecfa43e8bea6ecea4e68a8c5,400,400,0.75,0.03981071705534973,2.51188643150958,True,2,1.0771300792694092
rank-3-f511c10b8f784868a6721f8a0da0107e,100,100,0.25,0.15848931924611134,0.15848931924611134,True,1,1.0259314775466921
rank-3-6fa118149e8e494c9c73ba10c2ef5aec,100,100,0.0,0.01,0.03981071705534973,True,2,1.3248023986816406
rank-3-0f42065768e4438ea01343ba0b04a103,100,100,0.25,0.15848931924611134,10.0,False,2,0.971464991569519
rank-3-93b59a0e9e634a24a809cd1ac6670477,400,400,0.75,0.6309573444801929,2.51188643150958,True,1,0.4765684902667999
rank-3-1b6816b0b9dc4888b0729252de17acde,400,400,0.5,0.03981071705534973,0.01,False,3,1.047230243682861
rank-3-37d22e124a224e9fbce69c189efea985,100,100,0.0,10.0,0.6309573444801929,False,0,0.9929298758506776
rank-3-2ffa03c6ec3e4a6eb6220dfb548e1af8,100,100,0.5,0.01,10.0,False,0,1.3096320629119873
rank-3-e16c5d9e2278430e81cba5b96f01db6c,400,400,0.0,0.15848931924611134,0.15848931924611134,True,1,0.7102283835411072
rank-3-b8f808784d6744e38a358fa0946f7e71,100,100,0.75,0.03981071705534973,10.0,False,1,1.1742513179779053
rank-3-d646e71c29824a16acdbf8134fd512bc,100,100,0.0,0.01,0.6309573444801929,False,2,1.3278372287750244
rank-3-c07ff04ba1a34cca97c3850c348f8214,100,100,1.0,0.03981071705534973,0.03981071705534973,True,4,1.217175006866455
rank-3-e9efadb63379469ea8639756caeef727,400,400,0.25,0.01,10.0,False,3,1.185312032699585
rank-3-53cf1f36b70c4e4c8257a24501385071,400,400,0.75,0.6309573444801929,2.51188643150958,False,2,0.5645796656608582
rank-3-51472d675d81473fbe9f6c4db5a0c97d,100,100,0.0,0.01,10.0,True,3,1.293684482574463
rank-3-54cababee60c47a586daa7d69f917b52,400,400,0.75,0.15848931924611134,0.6309573444801929,False,0,0.7079310417175293
rank-3-232137bec9d545f8babba8e694362c6b,400,400,0.75,0.15848931924611134,0.6309573444801929,True,4,0.6927090883255005
rank-3-4d18b26efe1e413786629ed8f0a4d78a,100,100,0.75,0.01,10.0,False,3,1.2876461744308472
rank-3-dce27e13a2ae430cafb04470ea39c882,100,100,0.5,10.0,0.01,True,1,0.9839549064636229
rank-3-05ea22a50f694bdf92d97c4e68da4bbf,400,400,0.75,0.15848931924611134,0.03981071705534973,False,0,0.7260655164718628
rank-3-78921086d4594b2e845001e585d395bf,100,100,1.0,0.15848931924611134,0.01,False,4,0.956242561340332
rank-3-526104fc21e749ffa1ef1a77a25c98fe,100,100,0.25,2.51188643150958,2.51188643150958,False,3,0.9582119584083556
rank-3-1f54e08bb69040d5ac2b6787e3e48cff,100,100,0.5,10.0,0.6309573444801929,True,0,0.9797978401184082
rank-3-11830776b3bc48138efffc9a45102404,100,100,0.25,10.0,10.0,False,4,0.9544680118560792
rank-3-afd70e26d5664d84b1114bcdb1cedc75,400,400,0.75,0.01,0.03981071705534973,True,0,1.199491024017334
rank-3-233a1068042f46efbd230a5b1bbda3f1,400,400,0.5,0.15848931924611134,2.51188643150958,True,4,0.6927090883255005
rank-3-b41fc47c0cc646b79cd27c30823f385c,400,400,0.75,10.0,0.03981071705534973,False,2,0.4902876615524292
rank-3-0e2cbe94779f47dcba3ff3f20e5a9136,400,400,0.5,10.0,10.0,True,3,0.4381201267242432
rank-3-ebcf0418091240bbae3d68c586f787b9,100,100,1.0,0.01,0.03981071705534973,False,4,1.3302416801452637
rank-3-411b8679a0344f6f88b890f1cc9c2495,100,100,0.25,0.6309573444801929,2.51188643150958,False,0,1.0072045326232908
rank-3-9cd7546f6f9c440da8e3b66cf6ca23a8,400,400,0.75,0.15848931924611134,0.6309573444801929,True,0,0.7327232360839844
rank-3-9abcad5f451140dd8f01db2615b6d11e,100,100,1.0,0.6309573444801929,2.51188643150958,True,1,0.978434920310974
rank-3-d7c060fec58d4fc0841fb95630de3dee,400,400,0.0,0.15848931924611134,2.51188643150958,False,2,0.7001391649246216
rank-3-182aac92e8d8445d8b7864ef2e8e5b4a,100,100,0.25,2.51188643150958,0.01,True,1,0.9745811223983764
rank-3-a8e4c7f4f68046ee9c42a595661dd00e,400,400,1.0,0.15848931924611134,10.0,True,0,0.7327232360839844
rank-3-b2db203c9c06477cad03d4565fa71e27,400,400,0.5,10.0,0.03981071705534973,False,0,0.4450024962425232
rank-3-5836f9f6febb4dc79f65abb36af814ec,400,400,0.75,0.15848931924611134,2.51188643150958,True,3,0.648321270942688
rank-3-63366ace4b69469cb4884434c7bbbbf4,100,100,1.0,10.0,0.01,False,4,0.929275393486023
rank-3-5d54e2a4f869417dbb6f28572b1f99d2,400,400,0.75,10.0,2.51188643150958,True,3,0.4381201267242432
rank-3-1ffa23ead07046ffa7c8b812e3d19cb6,100,100,0.5,0.03981071705534973,0.03981071705534973,True,3,1.2218843698501587
rank-3-1234970c43b94525be5979b52f08b2ad,100,100,1.0,0.01,2.51188643150958,False,4,1.3256289958953855
rank-3-cc86d56defdb4c83b4181fb1ee924cf5,100,100,0.0,0.03981071705534973,10.0,False,3,1.2155051231384275
rank-3-3ccd60e30ddb4299be656eb53546bb38,400,400,0.25,0.03981071705534973,10.0,True,0,1.1184749603271484
rank-3-23cb7dc52a1440218a532d727cdc7047,400,400,0.25,0.6309573444801929,10.0,False,0,0.5517485737800598
rank-3-1cfe82910f344511a227bff9d9ceb4dd,400,400,0.25,0.6309573444801929,0.15848931924611134,True,4,0.5118649601936339
rank-3-b3797940505340e490bcef298cb39e9c,100,100,0.25,0.03981071705534973,0.15848931924611134,False,1,1.1757149696350098
rank-3-77118555c0d5436e97fddea5d729fe35,400,400,0.25,0.01,0.03981071705534973,True,3,1.1952112913131714
rank-3-576cb7c13d3a45f7a1d9856a130bb46c,100,100,0.75,0.15848931924611134,0.01,False,4,0.9494372606277466
rank-3-ecf043d15d3b415bb98980eba1e53e81,100,100,1.0,0.15848931924611134,10.0,True,3,1.0583425760269165
rank-3-9dee5b2ccde940079a1b53dfd9f6dba6,400,400,0.75,10.0,0.6309573444801929,True,1,0.4628543555736542
rank-3-1b3de2dba61c4947bc8567fa8de6c78f,400,400,0.5,0.15848931924611134,0.03981071705534973,False,3,0.6500264406204224
rank-3-db906cac467349b49034a75cafa441ca,400,400,1.0,2.51188643150958,0.01,True,1,0.4799598455429077
rank-3-4f2edc54e36847e4b96bd5345c458c09,100,100,0.0,0.01,2.51188643150958,False,1,1.289529800415039
