id,nlayers,main_train_pts,aux_train_pts,relatedness,s_a,s_b,single_task,train_seed,validation-1/loss
deep-nonlinear-1e9544440bc74d8990f2b85633b105d5,1,200,200,0.0,0.01,0.01,False,2,2.477080821990967
deep-nonlinear-41c121b76b4f4fa7bf43c2284d3d840f,1,400,400,0.75,0.15848931924611134,0.15848931924611134,False,4,1.994618773460388
deep-nonlinear-57c1071054784e0987a2d463a0b4e81a,1,200,200,0.5,10.0,0.03981071705534973,False,1,2.137498140335083
deep-nonlinear-8dda03cc146448238934e00eb437dbcf,5,200,200,1.0,0.6309573444801929,0.01,False,1,2.286706924438477
deep-nonlinear-b2bd59a2bb4344f38ab8cfa7a1c97a0e,3,800,800,0.25,0.6309573444801929,0.15848931924611134,False,4,2.1101198196411133
deep-nonlinear-f75fdd2cc8f941acb2744fde83965a70,3,400,400,0.25,2.51188643150958,0.01,False,4,2.215325832366944
deep-nonlinear-32b8594070e94beeb0910a93cccf44e5,3,400,400,0.25,0.01,0.6309573444801929,False,4,2.312877655029297
deep-nonlinear-9bd394e808a94637b25329f039f36031,3,400,400,1.0,0.6309573444801929,0.6309573444801929,False,2,2.0734221935272217
deep-nonlinear-ca1f055af9ff49548fdb8aec113983bc,5,400,400,0.25,2.51188643150958,0.15848931924611134,False,3,2.1834301948547363
deep-nonlinear-c9641fc5e3184d30b869b14320f26bd3,5,200,200,1.0,0.01,0.15848931924611134,False,2,2.29975962638855
deep-nonlinear-837243f7700b4b4ba8e71199a0f14fcf,5,800,800,0.25,0.15848931924611134,0.15848931924611134,False,3,2.14223051071167
deep-nonlinear-3c56439034a24049b81684e3cc1dc9d2,1,800,800,0.75,0.03981071705534973,0.01,False,3,2.1889173984527592
deep-nonlinear-9a3e9832473f4231ade11809e42cdc6b,5,200,200,1.0,0.01,0.15848931924611134,False,1,2.299759864807129
deep-nonlinear-efa86f98bb684098b25d17701fe07489,3,200,200,0.5,0.01,0.01,False,2,2.3159494400024414
deep-nonlinear-6f20e37625bc46b7b51f6f22206dbad1,5,200,200,0.25,0.01,2.51188643150958,False,4,2.2959892749786377
deep-nonlinear-0612aee50b1744f383847f22c93d8152,5,200,200,0.5,0.15848931924611134,0.03981071705534973,False,0,2.294919013977051
deep-nonlinear-c15bfb754408462687f0499ff3acac8c,5,200,200,1.0,2.51188643150958,10.0,False,4,2.220833778381348
deep-nonlinear-384bd4c675a94725b1d4b4169c3c4079,5,400,400,0.0,0.6309573444801929,2.51188643150958,False,2,2.206105947494507
deep-nonlinear-bd8a0e822296405991dd94e7fb028368,1,200,200,0.0,0.6309573444801929,0.01,False,0,2.1534218788146973
deep-nonlinear-6659d9c0b5b14ddfad57e9f021aac07d,3,400,400,0.25,0.03981071705534973,2.51188643150958,False,0,2.292099952697754
deep-nonlinear-65555d1b238942e99242a4637885b198,5,800,800,1.0,0.15848931924611134,10.0,False,3,1.923560380935669
deep-nonlinear-6561b50197424c9cb614f75969368ae4,1,800,800,0.5,2.51188643150958,10.0,False,3,1.3990342617034912
deep-nonlinear-a9c555c318344b0aaba4b59de48e85b8,1,800,800,0.0,2.51188643150958,0.03981071705534973,False,4,1.410900592803955
deep-nonlinear-e98574ac03ea436088c7ae2824799182,3,200,200,0.25,2.51188643150958,0.03981071705534973,False,2,2.275511741638184
deep-nonlinear-4f9e728f80724d45a978e6820b19d14f,3,200,200,0.0,10.0,0.01,False,2,2.265431880950928
deep-nonlinear-0643d2ffb8bb453f9c59778e4163ceb7,3,800,800,1.0,10.0,10.0,False,3,1.8335988521575928
deep-nonlinear-1a9069503bd44a598e6687c6d5a78cde,3,200,200,0.0,0.03981071705534973,0.6309573444801929,False,1,2.3255770206451416
deep-nonlinear-235c8463ba3f438480d71fa4dd4814d3,1,400,400,1.0,0.03981071705534973,0.6309573444801929,False,0,2.3047780990600586
deep-nonlinear-ac86c1a913404247a6af006c1e05312c,3,400,400,0.25,0.15848931924611134,0.03981071705534973,False,2,2.2280073165893555
deep-nonlinear-e4dd7d54d6d74537be9445b476c127f1,5,800,800,0.75,0.01,0.15848931924611134,False,2,2.297394275665283
deep-nonlinear-1d7953dce91a4b239c1443b139a11cae,5,200,200,0.0,0.15848931924611134,10.0,False,4,2.295883893966675
deep-nonlinear-38cf208fd0254227aca3efd1c7863ddb,3,400,400,0.0,0.15848931924611134,1.0,True,2,2.156074523925781
deep-nonlinear-ff283879b69d4d3b870221705c5dea35,1,400,400,0.0,0.6309573444801929,0.03981071705534973,False,1,1.7968785762786863
deep-nonlinear-06c421c0eab842dd87058836756e786b,3,200,200,1.0,0.03981071705534973,10.0,False,0,2.2966222763061523
deep-nonlinear-ee2949738a5141a5ace905e496e96284,3,400,400,0.25,2.51188643150958,0.6309573444801929,False,1,2.2034263610839844
deep-nonlinear-9bcdb47835a1474a862ecb5ecf4b74e1,3,800,800,1.0,0.03981071705534973,0.6309573444801929,False,0,2.1945466995239262
deep-nonlinear-e8a1202fba064778b9ad74457088d6dd,1,200,200,1.0,2.51188643150958,2.51188643150958,False,2,2.0235462188720703
deep-nonlinear-c5234e82e6b54906a41bf24f14c12a3c,3,800,800,0.25,0.6309573444801929,10.0,False,0,2.0544333457946777
deep-nonlinear-140df806097b433a85f28324b0f0ac54,3,400,400,0.0,0.01,0.6309573444801929,False,1,2.3115344047546387
deep-nonlinear-4558d44c74fa41d4b844c8c8a5e38ac8,1,800,800,0.5,0.6309573444801929,2.51188643150958,False,0,1.3604694604873655
deep-nonlinear-3abcf5cd01ad4b3f9b3e5b2b1bb176a6,3,200,200,0.0,0.15848931924611134,2.51188643150958,False,2,2.2544846534729004
deep-nonlinear-00902c06eb284918aabf69fbc7edc89c,3,400,400,0.0,0.03981071705534973,0.6309573444801929,False,4,2.30286169052124
deep-nonlinear-b0ece92e905040e3b77d4353ff95dba5,5,400,400,0.25,0.6309573444801929,0.15848931924611134,False,1,2.2623677253723145
deep-nonlinear-2e7a6e53c913404198256d1a4b004e01,5,200,200,0.75,10.0,0.6309573444801929,False,1,2.289967536926269
deep-nonlinear-62f8ad407d2c4650b43e10b1079a3711,5,400,400,0.25,0.03981071705534973,0.01,False,3,2.2998664379119877
deep-nonlinear-682ed644b3c84b98a7fc082d371debf3,3,800,800,0.5,2.51188643150958,0.01,False,0,1.989580035209656
deep-nonlinear-910f754078ee4d5b8f501c021dc2e0ef,3,800,800,0.0,0.03981071705534973,10.0,False,2,2.293637752532959
deep-nonlinear-2fe98672ec184f10a79f773db5d266c4,1,800,800,0.0,2.51188643150958,10.0,False,1,1.4621888399124146
deep-nonlinear-9fdda1671e8745e3bd7feecc70d7a5ca,5,200,200,0.25,0.6309573444801929,0.6309573444801929,False,1,2.288033962249756
deep-nonlinear-e2641138e04d4e85b2a21ef4437f52ce,1,400,400,0.25,0.15848931924611134,2.51188643150958,False,0,2.0290875434875493
deep-nonlinear-4f92b4e6878a4f8198ff64a3895abf62,5,200,200,0.25,0.03981071705534973,2.51188643150958,False,4,2.286652088165283
deep-nonlinear-e04daacc5b3d4d5db500e81a501f26c7,5,200,200,0.5,0.03981071705534973,0.15848931924611134,False,3,2.289313316345215
deep-nonlinear-11a9be32c2cf4d4cbd8b025f8b5dec89,5,400,400,0.25,0.6309573444801929,0.15848931924611134,False,0,2.2799196243286133
deep-nonlinear-a878ce5dec4f45c6813031c8d9cb7828,3,200,200,0.0,2.51188643150958,1.0,True,1,2.263103485107422
deep-nonlinear-19696fb4afe140fda8d8c9b08b62b086,1,400,400,0.75,2.51188643150958,0.01,False,4,1.730482816696167
deep-nonlinear-edbd60c78b064bfc98855850133a8409,3,400,400,0.25,10.0,10.0,False,2,2.215092658996582
deep-nonlinear-bab1b1d829d2492fae3931627a848702,1,200,200,0.25,0.15848931924611134,0.6309573444801929,False,3,2.2030491828918457
deep-nonlinear-83fefa92c15f4df78897e0ddee32a668,3,800,800,0.0,10.0,2.51188643150958,False,3,2.0219669342041016
deep-nonlinear-6877daa1018d4e9a8154ebcf6e542bbb,5,200,200,0.75,0.03981071705534973,0.15848931924611134,False,2,2.2972571849823
deep-nonlinear-746b8b4346b3403ab00fdc09cf29f002,5,200,200,0.75,10.0,0.01,False,0,2.293441772460937
deep-nonlinear-8694d961659e4c469a0a287df212e53f,5,800,800,1.0,10.0,0.6309573444801929,False,4,1.887179970741272
deep-nonlinear-2cb36fd2fb1d4e5dbf2557de8c6a4912,5,400,400,1.0,0.6309573444801929,0.03981071705534973,False,4,2.148674488067627
deep-nonlinear-e7a0822076304d26bef3a7fa6a91be3d,1,800,800,1.0,0.01,0.01,False,2,2.358238697052002
deep-nonlinear-d91af9aeb5414b71b2b909234105fbb2,5,800,800,0.75,0.03981071705534973,0.6309573444801929,False,4,2.299681663513184
deep-nonlinear-be1f410255c041a484c0bc39a45205ba,3,200,200,1.0,0.6309573444801929,0.15848931924611134,False,1,2.279257297515869
deep-nonlinear-9097d37017474f2e9ef57c6046361e03,5,800,800,0.25,0.15848931924611134,0.03981071705534973,False,1,2.228167772293091
deep-nonlinear-102eb96ba4ca4332b32c2eaaef63f240,5,800,800,0.0,0.15848931924611134,2.51188643150958,False,1,2.23987889289856
deep-nonlinear-008c3cc03b744363895f23b2c4a01e1d,5,200,200,0.0,10.0,0.6309573444801929,False,1,2.2837934494018555
deep-nonlinear-f2d5203f5e62469f8d77ead099d087f1,1,200,200,0.0,0.01,0.6309573444801929,False,1,2.4727296829223637
deep-nonlinear-700712763fe54423a8ecf4287ce7bca4,3,200,200,0.0,2.51188643150958,2.51188643150958,False,2,2.2734570503234863
deep-nonlinear-e77c5f6135fe4f81a820eea674d711e0,5,200,200,1.0,10.0,2.51188643150958,False,4,2.245311737060547
deep-nonlinear-1247239c9f8f4ca1bb5b4f0445730dbd,1,200,200,0.25,0.03981071705534973,2.51188643150958,False,3,2.4031243324279785
deep-nonlinear-31ea001ac60a481cbc82b182574ce2eb,1,800,800,0.0,10.0,1.0,True,4,1.20312762260437
deep-nonlinear-fd8a2d1051f34e3f803f89d2911ab8e5,1,400,400,0.25,0.03981071705534973,0.6309573444801929,False,4,2.3250632286071777
deep-nonlinear-16eed3ff958a44199faf4b59707f791b,3,400,400,0.5,0.15848931924611134,0.01,False,1,2.187946081161499
deep-nonlinear-ec256ab2f6b542b4b3de9fd92736fd8b,5,800,800,0.25,0.6309573444801929,0.15848931924611134,False,2,2.0539484024047847
deep-nonlinear-053842093d8147cb871d87733e882c9e,1,800,800,0.5,2.51188643150958,2.51188643150958,False,1,1.319005012512207
deep-nonlinear-151430f1e0ff4caf8fc1fe06f11868c0,5,800,800,0.0,10.0,0.03981071705534973,False,4,2.055968761444092
deep-nonlinear-fd1e4628c4b749ec8fbdbc79fd95802a,1,400,400,0.75,0.03981071705534973,0.15848931924611134,False,0,2.3103528022766118
deep-nonlinear-9fb2252e395b4a40ba4c821bdc236e6c,5,800,800,0.75,0.6309573444801929,0.01,False,1,2.1144540309906006
deep-nonlinear-f6888a1752cb4334b99c033ad7932c69,3,200,200,0.0,0.03981071705534973,0.01,False,2,2.303978443145752
deep-nonlinear-fe3eb15c479547428e559c23a0607c23,5,200,200,0.5,0.6309573444801929,10.0,False,4,2.246108055114746
deep-nonlinear-1275c8a110534a548d0a584974d23221,3,200,200,0.5,2.51188643150958,2.51188643150958,False,2,2.2746682167053223
deep-nonlinear-b8c8fc99445e4fb28c933de2b625bacc,3,400,400,0.0,0.6309573444801929,2.51188643150958,False,1,2.1574184894561768
deep-nonlinear-6fc404d6a1934318ac6f44cc06558671,5,800,800,0.0,0.15848931924611134,0.03981071705534973,False,0,2.186194896697998
deep-nonlinear-3bef701271ab4731911d2298aaed433a,1,400,400,0.75,0.15848931924611134,0.01,False,4,2.0475010871887207
deep-nonlinear-2c84382cac78441aa2bf594445946e5b,3,200,200,0.25,0.15848931924611134,0.03981071705534973,False,3,2.2425754070281982
deep-nonlinear-0de8fcf5985d4fdfaf4e6610b23be642,1,800,800,1.0,0.6309573444801929,0.03981071705534973,False,2,1.3249530792236328
deep-nonlinear-31ac9d89378a4d3386b7d25eef5c19eb,1,800,800,0.75,0.15848931924611134,0.03981071705534973,False,0,1.658251404762268
deep-nonlinear-cae18794a4e54be7a324bc1a0c5b09ea,1,400,400,0.0,2.51188643150958,0.01,False,0,1.8062007427215576
deep-nonlinear-2f3777174e224d6cbeb673f46ceb486a,5,400,400,0.25,0.15848931924611134,0.15848931924611134,False,1,2.293520212173462
deep-nonlinear-4cf494e0fb2d4ad0b0b620693fbdbc63,5,400,400,0.0,10.0,0.15848931924611134,False,4,2.241196155548096
deep-nonlinear-deac5ad589b54ed19dc92287d04fff69,5,400,400,0.5,0.01,0.15848931924611134,False,4,2.299759864807129
deep-nonlinear-365da3ebbcb644d3b58d548e6631c20b,3,400,400,0.0,0.01,0.03981071705534973,False,2,2.3154587745666504
deep-nonlinear-d16b1f0049834dbdbeef5973867b584d,1,800,800,1.0,0.15848931924611134,0.01,False,4,1.6961002349853516
deep-nonlinear-f21d492f0a7d43559c9e8a245afc84ca,5,400,400,0.5,0.01,0.6309573444801929,False,3,2.299015998840332
deep-nonlinear-ed1b29e2053e487d9d8e304e4d80280f,1,200,200,0.75,0.01,10.0,False,4,2.4494869709014893
deep-nonlinear-4c3e465d5b1b4d198788d18fab73cd68,3,400,400,1.0,0.6309573444801929,0.01,False,3,2.1954927444458012
deep-nonlinear-e92adc1bd5f549b4899d27625cc1e08a,1,800,800,1.0,0.01,0.01,False,4,2.366838932037353
deep-nonlinear-6fb73d4406964f2cad3b6682a16f63f1,5,200,200,0.0,2.51188643150958,2.51188643150958,False,2,2.287362098693848
deep-nonlinear-358d79ffa10745fba2686e17f1914a47,3,800,800,0.5,0.6309573444801929,0.03981071705534973,False,4,1.983977198600769
deep-nonlinear-c52a0075fc0e48de867768472d74b511,3,200,200,0.5,0.15848931924611134,10.0,False,2,2.2354185581207275
deep-nonlinear-467151de1a694e168731278c893741c3,5,400,400,0.75,10.0,2.51188643150958,False,0,2.2214529514312744
deep-nonlinear-3bbbf65521c448e1afcebed5b51ab0fb,1,800,800,1.0,0.03981071705534973,0.03981071705534973,False,2,2.102945327758789
deep-nonlinear-0190b29477b94f42b72afc3c7a2e5311,1,400,400,0.75,0.15848931924611134,10.0,False,0,2.024768829345703
deep-nonlinear-154343008e1146fb906a3c10558c8b23,3,800,800,0.0,0.6309573444801929,2.51188643150958,False,2,2.0493941307067867
deep-nonlinear-64263084e17741958ae99fe978585db3,1,800,800,0.5,2.51188643150958,0.03981071705534973,False,4,1.4151754379272459
deep-nonlinear-008ec6028485486e9022485ea34a5b65,1,400,400,0.25,0.01,0.6309573444801929,False,1,2.405323028564453
deep-nonlinear-8de8e244929c42cd84385e63dce17467,1,800,800,1.0,0.03981071705534973,0.01,False,1,2.1878466606140137
deep-nonlinear-b745660737c944f8a46fb4150f8a75a3,5,200,200,1.0,0.6309573444801929,0.03981071705534973,False,3,2.2346174716949463
deep-nonlinear-eacd76839d2b494391cc371ae302e342,3,200,200,1.0,0.15848931924611134,10.0,False,1,2.287316083908081
deep-nonlinear-30904947fbb34abea477269f50187376,3,400,400,0.5,0.03981071705534973,0.03981071705534973,False,0,2.2765984535217285
deep-nonlinear-db511109058e456dbf52b7fbac2a8d46,3,200,200,0.5,10.0,0.03981071705534973,False,4,2.2967324256896973
deep-nonlinear-41cfb2d00eb3441084859478cd7faec5,3,200,200,1.0,2.51188643150958,0.15848931924611134,False,2,2.283089399337769
deep-nonlinear-721145edd50f46d787a3e4343f88a146,5,800,800,1.0,0.6309573444801929,0.6309573444801929,False,3,1.7746994495391846
deep-nonlinear-47bab24e912441469c04ee1df99f7dab,3,400,400,0.0,2.51188643150958,0.01,False,1,2.157289981842041
deep-nonlinear-f8e33d3762ec41fe977c6df1361128cf,3,800,800,0.5,10.0,0.15848931924611134,False,4,2.0299310684204097
deep-nonlinear-13e84892edda4394839b331d20e60d85,5,800,800,0.0,0.01,1.0,True,4,2.299762725830078
deep-nonlinear-cabef9195c004730a2c3692a510cab9a,5,800,800,0.75,0.6309573444801929,0.03981071705534973,False,1,2.1000776290893555
deep-nonlinear-7c7f982133c043dd9d53258abb7779aa,3,800,800,0.5,2.51188643150958,0.03981071705534973,False,0,2.0440640449523926
deep-nonlinear-122b351e05964a75beeb4310d9427b4e,5,800,800,0.75,0.03981071705534973,0.01,False,1,2.286858081817627
deep-nonlinear-c1ea4149665842b2a6e3014cc2691981,3,400,400,0.0,0.03981071705534973,0.01,False,1,2.2989096641540527
deep-nonlinear-62895bccc6354392b3ff4615d3e0d232,1,800,800,0.5,10.0,10.0,False,4,1.3141117095947266
deep-nonlinear-319f63662bf34a83930b0c98360eb64f,5,800,800,0.0,0.6309573444801929,0.6309573444801929,False,3,2.0990126132965092
deep-nonlinear-60a82c1255824d9f8111cb9d89474ed7,5,200,200,0.25,0.15848931924611134,2.51188643150958,False,0,2.295729637145996
deep-nonlinear-8d95110620f44884b847c6126da033be,5,200,200,0.75,0.15848931924611134,0.6309573444801929,False,1,2.2966291904449463
deep-nonlinear-45c79661a6fa444d9f934595b0da8926,3,200,200,0.0,0.6309573444801929,2.51188643150958,False,2,2.234636783599853
deep-nonlinear-f97effedf20641b88629fa9b6c9b8a9e,1,800,800,0.0,0.15848931924611134,0.03981071705534973,False,2,1.5318984985351562
deep-nonlinear-89c03b22030440a0bb72a873e2cd28f4,5,400,400,0.0,10.0,2.51188643150958,False,0,2.293623447418213
deep-nonlinear-b0ca63a0bb594c45a23be8a455a4351d,3,800,800,0.25,10.0,0.03981071705534973,False,2,1.930644989013672
deep-nonlinear-9aba7d6f10aa4547b3481b4aaf36a8fc,1,800,800,1.0,10.0,0.15848931924611134,False,4,1.2951538562774658
deep-nonlinear-dbc897bdb13740368f8d45ae3bcc4361,1,200,200,1.0,0.01,0.01,False,4,2.4512739181518555
deep-nonlinear-4e092b351cbb4c569c4bea03d667ed78,3,400,400,0.5,0.15848931924611134,0.01,False,2,2.1897082328796387
deep-nonlinear-22db5eac80434130979505d145319af7,1,800,800,0.0,0.6309573444801929,10.0,False,2,1.4005991220474243
deep-nonlinear-65fc87adc22d4f15a5c74a8ca1db2363,1,200,200,0.25,2.51188643150958,0.03981071705534973,False,2,2.133175611495972
deep-nonlinear-ad561c2ed77f4e97ae92210682e6cc8f,1,400,400,0.0,0.6309573444801929,0.15848931924611134,False,4,1.7975770235061646
deep-nonlinear-3e532104c3b64729abd8a5c128120b3b,1,800,800,1.0,0.15848931924611134,0.6309573444801929,False,3,1.5530898571014404
deep-nonlinear-e7f06978cbd64d4d901e7e44b69f8bb7,3,800,800,0.25,2.51188643150958,0.15848931924611134,False,3,2.0018587112426762
deep-nonlinear-46c2520d9b8b473faa747dae8e2d97b4,3,400,400,1.0,0.15848931924611134,0.15848931924611134,False,2,2.1371123790740967
deep-nonlinear-b4e4183e3f6045e9b9aa4d2303a7617c,5,200,200,0.25,0.6309573444801929,0.03981071705534973,False,4,2.281104326248169
deep-nonlinear-c140e36560774d2aa413c0a808c76fe7,1,800,800,0.75,0.15848931924611134,10.0,False,1,1.6471694707870483
deep-nonlinear-24445fb9e28f4b5591e1ee503812d20a,3,200,200,0.25,0.03981071705534973,0.6309573444801929,False,0,2.3028194904327397
deep-nonlinear-c3795d59fd2942ae834325c7b997d30c,3,800,800,0.0,10.0,0.01,False,0,2.031467199325561
deep-nonlinear-5cbb0bbd05704beda75de9f276415994,5,400,400,0.75,0.6309573444801929,0.01,False,4,2.2381720542907715
deep-nonlinear-2415aa1382a24328b58e78dcc61daefe,1,400,400,0.25,0.03981071705534973,2.51188643150958,False,4,2.3219780921936035
deep-nonlinear-3db809241fdd4c71aef6663698e95898,1,800,800,0.75,2.51188643150958,0.6309573444801929,False,0,1.2973411083221436
deep-nonlinear-2c426304556f402296a9fe4fb324fea7,1,200,200,0.75,0.03981071705534973,10.0,False,4,2.3653602600097656
deep-nonlinear-325e029e543c4d63aaa30184871b9f53,3,200,200,1.0,0.01,10.0,False,1,2.324127197265625
deep-nonlinear-b29a812cd23e4871b84d953448cafa26,1,200,200,0.0,0.15848931924611134,2.51188643150958,False,2,2.2368927001953125
deep-nonlinear-cf38de4202b749598a8dfa1fb9380133,1,200,200,0.5,0.15848931924611134,10.0,False,3,2.2311720848083496
deep-nonlinear-e295236e53b042e1965a3e89d6ad9977,1,400,400,1.0,10.0,2.51188643150958,False,1,1.5301358699798584
deep-nonlinear-f52ce3e7e58e4477a8f32787ab37fdd6,5,200,200,0.5,0.6309573444801929,0.15848931924611134,False,1,2.2891016006469727
deep-nonlinear-bc2769f1daef493ea1d2617a38d73900,5,400,400,0.5,0.03981071705534973,0.01,False,2,2.2999091148376465
deep-nonlinear-01dea8e29d054a499d54e253eb9eb248,1,400,400,0.0,2.51188643150958,1.0,True,1,1.687103509902954
deep-nonlinear-92eee367066a4a2cb9f4822fd9fc21ff,3,200,200,0.75,0.6309573444801929,0.15848931924611134,False,0,2.2806220054626465
deep-nonlinear-2ec9776305934a058c328451eb843692,1,800,800,1.0,0.15848931924611134,0.01,False,2,1.5646605491638184
deep-nonlinear-2807b83b514a4b3781558750b840aedb,1,800,800,0.0,0.6309573444801929,0.15848931924611134,False,3,1.4849929809570312
deep-nonlinear-1d731da9b6eb4103b4f3bc806b6dee03,1,800,800,0.0,0.01,1.0,True,1,2.3518009185791016
deep-nonlinear-5292484b54d249888a3a6f1c4889bea9,1,200,200,0.0,0.6309573444801929,2.51188643150958,False,1,2.1968092918396
deep-nonlinear-61ccfffdbd3e4d829ad65625c54bca16,5,200,200,0.75,0.15848931924611134,10.0,False,0,2.2929091453552246
deep-nonlinear-d9f25a2659dd4075b4790b738a3bab74,5,800,800,0.25,0.01,0.01,False,0,2.299759864807129
deep-nonlinear-fc87ac871ad54871b9e36fa3966c4d24,1,400,400,0.25,0.03981071705534973,0.15848931924611134,False,1,2.3496246337890625
deep-nonlinear-201be0023ada44398c01863ffec586f9,5,400,400,0.5,0.01,2.51188643150958,False,0,2.29975962638855
deep-nonlinear-9dac1c0d083648baba5d37cee2255c7b,1,800,800,0.25,0.15848931924611134,0.15848931924611134,False,0,1.7311438322067259
deep-nonlinear-7d274f7fe4cb47bf895cdfeea0a1a8b8,3,800,800,0.25,10.0,2.51188643150958,False,1,2.052757740020752
deep-nonlinear-c78d8902f57b4b9aa01713a815b8f1e7,1,800,800,0.25,10.0,0.15848931924611134,False,3,1.393723964691162
deep-nonlinear-d1d7dbb05aaf490b821788c754837072,1,400,400,0.0,10.0,2.51188643150958,False,4,1.7104616165161133
deep-nonlinear-771828a6ab2648f2a846aaea73341902,5,800,800,0.75,2.51188643150958,0.01,False,3,1.999953031539917
deep-nonlinear-e1b2aa550c104ab596f0f89e114e2fdb,5,400,400,0.75,0.6309573444801929,0.01,False,0,2.21687126159668
deep-nonlinear-0e8f780a98a14beb9da3ee0231c773a1,3,400,400,0.25,0.15848931924611134,10.0,False,2,2.225180149078369
deep-nonlinear-10930ae6c83b4470abe65768bdb4b0ed,1,400,400,0.5,0.6309573444801929,2.51188643150958,False,3,1.9651174545288088
deep-nonlinear-318a718c9a574584a701723ee8d321e7,3,800,800,1.0,0.6309573444801929,0.03981071705534973,False,2,1.8502429723739624
deep-nonlinear-eb96f83ad50544abb1f7a0a97da3b162,1,200,200,0.5,0.6309573444801929,0.15848931924611134,False,4,2.0676138401031494
deep-nonlinear-1a3f9a626efd4b8a8e190cede2b5704a,3,400,400,0.0,0.15848931924611134,0.6309573444801929,False,1,2.2118964195251465
deep-nonlinear-0e11bfb91b01462ea5e71f6118efee8a,1,200,200,1.0,0.03981071705534973,0.6309573444801929,False,3,2.411150932312012
deep-nonlinear-3785ead291914e66ac50139911ce5535,3,800,800,0.25,0.15848931924611134,10.0,False,0,2.1121168136596684
deep-nonlinear-e884ccbb7ad34f74874c1c2c443b472c,1,800,800,1.0,0.6309573444801929,10.0,False,2,1.1340056657791138
deep-nonlinear-3c099ff52a1a4780b2993e9063f963b2,1,400,400,0.25,0.03981071705534973,0.6309573444801929,False,0,2.311028003692627
deep-nonlinear-2e45c71f5e97477ea11259092e3d3725,1,200,200,0.75,10.0,0.15848931924611134,False,0,2.2081458568573
deep-nonlinear-0c592ab09b0b4b26ae2ac5e1d78b2143,3,400,400,0.5,0.6309573444801929,2.51188643150958,False,4,2.170705795288086
deep-nonlinear-35137279d9814ffebdd4cbeb9176a99b,1,800,800,0.5,0.6309573444801929,0.03981071705534973,False,2,1.3856782913208008
deep-nonlinear-ff95b990c0b743889777b11d9693c0f7,5,800,800,0.75,0.03981071705534973,0.01,False,2,2.253411769866944
deep-nonlinear-e0c81313dbcf4f9fa122beee2cdca698,3,200,200,0.0,0.15848931924611134,1.0,True,1,2.276127815246582
deep-nonlinear-47c3628218d147b8abae279593d3d538,1,400,400,0.5,0.01,0.6309573444801929,False,0,2.4166958332061768
deep-nonlinear-b679a5adfc89420fb35bbe14f0f2e15e,5,800,800,0.75,10.0,0.15848931924611134,False,2,1.8315901756286619
deep-nonlinear-06dd54708d554fdd9715f4775565df39,1,200,200,1.0,0.6309573444801929,10.0,False,3,2.131915330886841
deep-nonlinear-2ca69b51f0014439905a20203b52aa1f,5,800,800,0.75,10.0,10.0,False,3,1.961485505104065
deep-nonlinear-a1ae582f5ba24db4bac810fa0ab2c9d9,1,200,200,1.0,0.01,0.15848931924611134,False,2,2.4856514930725098
deep-nonlinear-7a380e72aeb5417eb5b87f31bfb08c39,1,400,400,0.5,0.03981071705534973,0.03981071705534973,False,1,2.338086605072021
deep-nonlinear-e75beafe35b24adf9b85394043341dd9,3,400,400,1.0,2.51188643150958,0.15848931924611134,False,0,2.1590852737426762
deep-nonlinear-b5691f8fcc6246bea677cc82ad526a51,5,200,200,0.75,10.0,0.15848931924611134,False,2,2.2921361923217773
deep-nonlinear-533d545d69264eafa1fc58cb99ff7a27,3,800,800,1.0,0.03981071705534973,10.0,False,2,2.222062110900879
deep-nonlinear-8c05188a61f24505928b779926399dd1,3,200,200,0.5,2.51188643150958,2.51188643150958,False,3,2.22755765914917
deep-nonlinear-55962c9c8fc344cb9e74929f289aa96f,3,400,400,0.75,0.15848931924611134,0.6309573444801929,False,3,2.172592163085937
deep-nonlinear-1678af85b498490da3c25ab49d87b462,3,800,800,0.0,0.01,0.03981071705534973,False,4,2.306573867797852
deep-nonlinear-f106458a19c04f07be8c8c4f8bf6e130,1,200,200,0.5,0.15848931924611134,0.01,False,0,2.2428624629974365
deep-nonlinear-f02d253d44434fd29c708b312cf407ad,3,400,400,0.0,10.0,0.6309573444801929,False,0,2.2609751224517822
deep-nonlinear-cbec58c5cdf64eab9ff5e9553655fa40,3,800,800,0.25,0.15848931924611134,0.01,False,2,2.039129734039306
deep-nonlinear-977316824792485e986eae42838008c7,1,800,800,0.75,0.01,10.0,False,1,2.344847679138184
deep-nonlinear-b411c4dbe2ba46f09117d70e4b587b2f,3,800,800,0.0,0.03981071705534973,2.51188643150958,False,4,2.291576862335205
deep-nonlinear-5daec8010c2e43b58b4847c1e643fab7,1,400,400,0.0,10.0,0.6309573444801929,False,2,1.821861982345581
deep-nonlinear-08767ff9dcbf4adf91ed458e1348531f,5,800,800,0.75,0.15848931924611134,0.15848931924611134,False,0,2.169790267944336
deep-nonlinear-4e99eba32f2e4ea9ba1bd97743480379,3,800,800,0.25,0.6309573444801929,2.51188643150958,False,1,2.0755672454833984
deep-nonlinear-f0b6a16ffd4d42aa95afb409ca4d3f22,5,400,400,0.75,10.0,0.01,False,0,2.2074124813079834
deep-nonlinear-add4c5000194475a89e0eb008b03af5f,1,400,400,0.25,0.15848931924611134,10.0,False,0,2.0435152053833012
deep-nonlinear-c3e3dac90f784147b656ea9778ecdf37,3,800,800,0.5,0.15848931924611134,0.01,False,1,2.082620143890381
