id,main_train_pts,aux_train_pts,relatedness,s_a,s_b,single_task,train_seed,validation-1/loss
rank-10-998fb57ff29745debb25189c37371af0,400,400,1.0,0.01,0.15848931924611134,True,1,2.532068252563477
rank-10-608ca4a5f80a4667803a0611dc642320,800,800,0.0,2.51188643150958,0.6309573444801929,True,1,1.0072214603424072
rank-10-d52736e925ee4e7ba9b4d2525f06add2,200,200,0.5,0.6309573444801929,0.6309573444801929,False,3,2.1575493812561035
rank-10-fc221f6ef7ad482990c3e90d26dc8e6b,400,400,0.0,0.03981071705534973,10.0,True,0,2.315626621246338
rank-10-0e5bc6dc0481436bbd8d7bc9f0dfd72c,1600,1600,0.75,0.03981071705534973,0.03981071705534973,False,2,1.8984011411666868
rank-10-222bc6a14fff41e7a74a2d2e6006587d,400,400,0.5,10.0,2.51188643150958,False,4,1.4859389066696167
rank-10-d432fef75d63454599d613548a0a418a,1600,1600,0.75,2.51188643150958,0.6309573444801929,False,0,0.6571403741836548
rank-10-c9c782513584486cacb58a5a062226b9,400,400,0.75,0.6309573444801929,0.01,True,2,1.6043457984924316
rank-10-c825737f57cc46baa5789747fb766354,1600,1600,0.5,10.0,0.15848931924611134,False,2,0.5267587900161743
rank-10-2d48d8a4aa854ba484e54e13a013edd9,1600,1600,1.0,0.15848931924611134,0.15848931924611134,False,0,1.0620037317275999
rank-10-b5e728b027944beb8474d7e47dd4e0b9,400,400,0.25,0.01,0.6309573444801929,False,2,2.5839145183563232
rank-10-c4e3fc3ce6c349e18b2b37ec66b137f8,200,200,0.25,0.15848931924611134,0.03981071705534973,True,2,2.2772581577301025
rank-10-d979d5287df64a048428852c042e6c4e,100,100,1.0,2.51188643150958,10.0,True,2,2.3335964679718018
rank-10-d89cfe418b314dcdb43462b276d40f63,3200,3200,1.0,2.51188643150958,0.01,False,1,0.3862580358982086
rank-10-0387fc0b57d34c978de57d18b5f34b2f,100,100,0.0,0.01,0.03981071705534973,True,4,2.733621120452881
rank-10-092047d259d043d8ba6c7bc13872015f,100,100,0.75,0.01,2.51188643150958,True,4,2.73362135887146
rank-10-0035984fa03049dab73f38403c96d231,200,200,0.25,10.0,10.0,True,3,2.09265661239624
rank-10-858971be9f72492f9d4bb916fc54a698,3200,3200,1.0,0.15848931924611134,0.6309573444801929,False,0,0.9859782457351683
rank-10-72d2770e1149421f87b013ba075e130a,100,100,0.5,10.0,0.6309573444801929,False,0,2.416402816772461
rank-10-44fdc0908ea54eabae1bec41599cab96,800,800,0.5,0.03981071705534973,0.01,True,1,2.170472383499145
rank-10-e5eec73c69e1471a891252648ea38b74,200,200,0.75,2.51188643150958,0.6309573444801929,True,2,1.910452127456665
rank-10-cc5c12705caf406280563c6871b4f19a,800,800,0.75,0.01,10.0,False,3,2.385762929916382
rank-10-210d547d76ce452c955e84f9d40b2b01,200,200,0.25,2.51188643150958,0.15848931924611134,False,3,2.0729575157165527
rank-10-d9519112c90d46ed89dab8fc29dac3a0,1600,1600,0.25,10.0,2.51188643150958,True,1,0.5071014761924744
rank-10-9901715783f5408d912ab92aebad0c89,800,800,0.5,10.0,0.15848931924611134,False,0,1.0425857305526731
rank-10-8609ae7cab5c447d93b21195c9fa9103,200,200,0.25,0.6309573444801929,0.6309573444801929,True,1,2.0862741470336914
rank-10-763050d4568a41e8b305d1104c2bdc4f,1600,1600,0.0,2.51188643150958,0.03981071705534973,True,4,0.6215329170227051
rank-10-783d9a2cb63646b6b9e4865707617d5a,1600,1600,0.75,0.15848931924611134,0.03981071705534973,True,1,1.2159476280212402
rank-10-bd2787fa0f1b4ea1b6392b6a5cdeb139,800,800,0.5,2.51188643150958,0.6309573444801929,True,3,0.9512184262275696
rank-10-04639fd8b60841648b7e77aaf2072ba2,400,400,0.5,10.0,0.03981071705534973,False,0,1.650415539741516
rank-10-96c1a8a892964142aa7b90b9c5478116,200,200,1.0,2.51188643150958,2.51188643150958,False,2,1.832024097442627
rank-10-3cd493cc78c142e8998901925d4b72e5,3200,3200,0.5,0.03981071705534973,0.01,True,1,1.770498514175415
rank-10-661c328d142c47be9a83869cc5e693f5,1600,1600,0.75,2.51188643150958,0.03981071705534973,True,1,0.5286443233489989
rank-10-edc3c3e8fd8044bb91c7059b92445e95,3200,3200,0.75,0.6309573444801929,0.15848931924611134,True,2,0.482546865940094
rank-10-71c63f2aeaed4c918f97d2697c59ce11,400,400,1.0,10.0,10.0,False,1,1.284018874168396
rank-10-d71bb604220a4e8c8cb2a5a9e19e7ed0,100,100,0.5,10.0,0.6309573444801929,False,2,2.338496208190918
rank-10-b7c3e58658604457bd64252c49702664,800,800,0.0,0.6309573444801929,10.0,False,4,1.201467514038086
rank-10-d8e9765d328c4d80a27a992eea1b9a68,100,100,1.0,0.15848931924611134,0.01,False,2,2.5172905921936035
rank-10-8395cf28864b4936bfd4595ad47a1603,3200,3200,1.0,0.15848931924611134,2.51188643150958,True,4,1.061767816543579
rank-10-4de694905e3b4b54bf7de90fb49c66b2,200,200,1.0,10.0,0.01,False,0,2.153807640075684
rank-10-a07336f8578b42ac8db77b1ed8f2f811,1600,1600,0.25,0.6309573444801929,2.51188643150958,False,0,0.7454689145088196
rank-10-73bf103aad02450386fbb864f07f6160,100,100,1.0,0.6309573444801929,0.15848931924611134,False,3,2.4049601554870605
rank-10-1173fad5629a4a249da53482352f5485,1600,1600,0.75,0.03981071705534973,0.15848931924611134,True,3,1.8999252319335935
rank-10-077e795fc65543eba03df1cfb20bfe48,800,800,0.25,0.6309573444801929,2.51188643150958,False,4,1.2253378629684448
rank-10-536321eb920842f282ca67796ddb68f4,800,800,0.75,0.6309573444801929,2.51188643150958,True,3,0.9703341722488404
rank-10-f4f9da9c0a354e9f8cc3aad006dd480e,3200,3200,0.75,0.01,10.0,False,2,2.137665271759033
rank-10-500e31e1af4c40b0bf333980bb2fc6ec,1600,1600,0.75,0.03981071705534973,0.01,False,0,1.8399443626403809
rank-10-dd0cdf1d6d434e9cb0c03f6821207509,3200,3200,0.75,0.6309573444801929,2.51188643150958,True,3,0.4331976771354675
rank-10-5487719ddf674539bad9a0f6a328650d,800,800,0.75,0.03981071705534973,0.03981071705534973,True,1,2.1704721450805664
rank-10-1213e7700d1046faac9dece291fec944,800,800,0.5,10.0,0.6309573444801929,True,1,0.9361143708229064
rank-10-aa4fce9b30b14abea379d088c47c17e2,3200,3200,0.0,0.03981071705534973,2.51188643150958,False,3,1.7431669235229492
rank-10-f5ca35fc20f24bd5b18c41be6a9e560c,1600,1600,0.75,0.6309573444801929,0.6309573444801929,True,0,0.7394883632659912
rank-10-bf676d17f1b64f3aba10858cee668b91,800,800,1.0,0.03981071705534973,0.03981071705534973,False,4,2.0682027339935303
rank-10-2c802ab83221415ebfc8f5d48cbfbffd,800,800,0.75,0.6309573444801929,0.01,True,2,1.05684494972229
rank-10-eb6977173e914cf4beb79e0d18d9c00e,1600,1600,0.0,10.0,0.15848931924611134,False,4,0.6099324226379395
rank-10-60d31abb7cb54ff8adcda66e7313af2c,800,800,0.75,10.0,0.03981071705534973,True,1,0.9361144304275512
rank-10-029511fefb6b4861bf95ec3eb423a95d,200,200,1.0,0.01,0.15848931924611134,False,2,2.664135456085205
rank-10-343d472faa694116b4d753a2cb385b1a,3200,3200,0.75,2.51188643150958,0.01,False,3,0.31883060932159424
rank-10-11c08d01b1eb4d8e8f4f09b3cb4e0e40,400,400,0.25,0.03981071705534973,0.6309573444801929,True,3,2.400496482849121
rank-10-0487e1be1b95450180aa06911a5d1820,100,100,0.0,0.01,0.01,False,2,2.714497327804565
rank-10-b903263b4fd84a789687fadbc8318ed1,400,400,0.25,0.6309573444801929,0.15848931924611134,False,2,1.6577576398849487
rank-10-49f7c22e748346c097d096ca89fcba16,100,100,0.25,10.0,0.01,True,1,2.4249720573425293
rank-10-c0c2ad2be5aa4c328e851caf85eb94c9,200,200,0.25,0.01,0.03981071705534973,True,0,2.6056060791015625
rank-10-2c379b27542d43fc85f12e3a0bba7309,400,400,0.25,2.51188643150958,10.0,True,0,1.5887517929077148
rank-10-96a47329b0ff41d59e04aef6d74bc184,3200,3200,1.0,0.6309573444801929,10.0,False,4,0.43225443363189703
rank-10-eebad4e04d554d49889c34fab61b2041,3200,3200,0.75,2.51188643150958,2.51188643150958,False,0,0.3017171919345856
rank-10-4b20da4061634edaaee62f7ad9ef5aca,200,200,0.25,0.01,10.0,False,2,2.663597822189331
rank-10-a0b627e5adb84563b8b5c81a10b65b1b,3200,3200,0.5,0.6309573444801929,0.01,False,0,0.4463218450546265
rank-10-584b99f54a9c43c7b0ba8d8738ae44d0,3200,3200,0.5,0.01,2.51188643150958,False,4,2.1434283256530757
rank-10-a8c33f67336c45a3a46fbefa063c44f4,3200,3200,0.75,10.0,0.15848931924611134,True,1,0.36428919434547424
rank-10-06e177ef963c437fa35f693a0d0f0dad,1600,1600,0.75,0.03981071705534973,10.0,False,0,1.8250105381011963
rank-10-8e25228d2ad3483cbcb7e641f2b485af,200,200,0.0,0.01,2.51188643150958,True,0,2.6056060791015625
rank-10-b23f7aa223f843eaa5ed5cef10d0fd79,100,100,0.25,10.0,10.0,True,0,2.3989417552948
rank-10-dbb02b4410964bd8b05fda00a802ba45,400,400,1.0,10.0,0.01,False,1,1.3397166728973389
rank-10-ceca23a4bde24dcf90f4faaaac78984c,200,200,0.0,0.01,0.6309573444801929,True,0,2.6056060791015625
rank-10-3611821652844027b8c3d224ce552473,800,800,0.0,10.0,0.01,True,4,1.0998632907867432
rank-10-b9bef2b45f654349abbdbcb810e82507,1600,1600,0.25,0.15848931924611134,0.15848931924611134,True,3,1.1791313886642456
rank-10-96976fb9342f438caea7fbce1b354a11,200,200,0.75,2.51188643150958,10.0,True,3,2.0842328071594243
rank-10-a6e6baba1cca4b4c9338b3b52d9c5aac,400,400,1.0,0.6309573444801929,10.0,True,0,1.663665771484375
rank-10-2ab1bee0364146cf93c2776fb96c4270,1600,1600,0.5,0.01,0.03981071705534973,False,1,2.229889392852783
rank-10-8800b73f1ba9454dac5197c181f19372,200,200,0.25,10.0,0.01,True,4,1.9169260263442995
rank-10-c78905e3ac034c8dae6802c3a6c889f4,100,100,0.25,10.0,0.03981071705534973,False,3,2.365833282470703
rank-10-83d61af13cd949978da6f060f0d8748e,3200,3200,0.25,10.0,0.6309573444801929,False,3,0.33672669529914856
rank-10-31c4f9c777c1497588a01d8699f74bcd,1600,1600,0.25,0.01,0.15848931924611134,False,2,2.288082361221313
rank-10-72b23c18050140f3978736f7b09cf451,400,400,0.0,0.01,2.51188643150958,True,2,2.5837836265563965
rank-10-774a3c7fa78c4f2b8af853facd048897,3200,3200,0.5,0.15848931924611134,0.03981071705534973,False,4,1.0600060224533079
rank-10-1bd17d77cc9f4fd39cf11192c9bfa72c,800,800,1.0,0.6309573444801929,0.15848931924611134,False,0,0.9640461206436156
rank-10-ff0af03ccde74f699c01ed29da2e7bb3,100,100,1.0,0.15848931924611134,2.51188643150958,True,3,2.49263072013855
rank-10-6abba4c0a020414f872b9219153b7bb5,200,200,0.0,0.15848931924611134,0.01,False,2,2.309747695922852
rank-10-0bd1b0825dd149f19cd427eb2e013409,400,400,0.0,10.0,0.01,True,1,1.460989236831665
rank-10-b4e282d24ac54515a2ed94243648ccc1,100,100,0.75,0.15848931924611134,0.6309573444801929,True,2,2.497534990310669
rank-10-cc6a5585674a4150a7e78097677bbe0f,800,800,0.5,10.0,10.0,False,2,0.926427125930786
rank-10-2e025b7b5da745da868f74c8093fc445,100,100,0.25,0.03981071705534973,0.15848931924611134,True,4,2.6694653034210205
rank-10-70f29c8e40244fee81b4d2bff0dd96aa,200,200,0.75,10.0,0.03981071705534973,False,3,2.0853290557861333
rank-10-736be450056a46e7aae4836ccc149bd4,100,100,0.25,10.0,0.01,False,4,2.316187858581543
rank-10-4011ffbc3f124ff7b71b02c117e5f7a3,100,100,0.75,0.03981071705534973,0.6309573444801929,False,0,2.6151719093322754
rank-10-a05ffaff69524331b6e1d8734b1a87da,400,400,0.0,0.6309573444801929,0.6309573444801929,False,0,1.6833782196044922
rank-10-a42a8a38a9a8443f9eb9dd72ec3f272b,1600,1600,0.25,0.15848931924611134,0.6309573444801929,False,3,1.1863386631011963
rank-10-e1c3ec5e7d684fc59a0ec193067be887,100,100,0.0,0.01,0.03981071705534973,True,1,2.7339227199554443
rank-10-5dbf738979d342118d99a0b0459fbc24,400,400,0.0,0.15848931924611134,10.0,True,1,1.9925425052642824
rank-10-fcd0bbb0de8d4813b1f0b8ea77996da9,3200,3200,0.25,2.51188643150958,0.03981071705534973,True,3,0.3190236985683441
rank-10-e3be07041fb747788da850fa8c886935,200,200,0.75,0.03981071705534973,2.51188643150958,False,4,2.508270740509033
rank-10-25e71d22279d4e6c91ff6d9100ca00a1,400,400,0.5,0.01,0.15848931924611134,False,0,2.459423065185547
rank-10-603ebcc92bc34ce48d0ef4193e9fdfa7,1600,1600,0.0,0.15848931924611134,0.6309573444801929,True,4,1.1967477798461914
rank-10-955b2566eaae4731931d54f79fdd1e85,200,200,0.5,2.51188643150958,2.51188643150958,False,2,1.965679407119751
rank-10-166c7175523a4b109908cd2739886818,3200,3200,0.0,0.03981071705534973,0.03981071705534973,False,2,1.7862914800643919
rank-10-42fd614217674b758352f90ee525de7f,400,400,0.75,0.03981071705534973,0.03981071705534973,True,4,2.3327856063842773
rank-10-cd204a21518a4dc19403307f3f394f88,200,200,0.5,0.6309573444801929,2.51188643150958,False,1,2.1227469444274902
rank-10-0e7119cdeec24a4c833e3e45b9b91cf7,400,400,0.75,0.6309573444801929,0.01,False,2,1.5638643503189087
